municipio,NR_ZONA,NR_LOCAL_VOTACAO,local_votacao,endereco_local_votacao,regiao_estimada,votos_parceiro,secoes_com_voto,percentual_votos_parceiro,forca_reduto,ranking_local_parceiro
MACEIÓ,2,1430,ESCOLA DE ENSINO FUNDAMENTAL LENILTON ALVES SANTOS,"RUA ENFERMEIRO MARIANO - COHAB, S/N",NÃO INFORMADO,44,9,0.15,BAIXA PRESENÇA,134
MARIBONDO,48,1023,ESCOLA DE I E II GRAUS NOSSA SENHORA DO PERPETUO SOCORRO,"RUA BRASILIA, S/N",NÃO INFORMADO,44,11,0.15,BAIXA PRESENÇA,135
NOVO LINO,53,1031,ESCOLA DE 1 GRAU MARIA ANGÉLICA DIAS,AV.  ANTÔNIO CARLOS DA SILVA S/N,NÃO INFORMADO,44,9,0.15,BAIXA PRESENÇA,136
SÃO LUÍS DO QUITUNDE,17,1031,GRUPO ESCOLAR DEMOCRITO SARMENTO,DR FERNANDO SARMENTO SN,NÃO INFORMADO,44,13,0.15,BAIXA PRESENÇA,137
CAMPO GRANDE,20,1058,ESCOLA DE 1 E 2 GRAUS DOUGLAS APRATTO,RUA VEREADOR VERIDIANO FERNANDES S/N,NÃO INFORMADO,43,6,0.1466,BAIXA PRESENÇA,138
MACEIÓ,2,1082,ESCOLA DE  ENSINO FUNDAMENTAL ANTONIO SEMEAO LAMENHA LINS,"RUA MAJOR JOAQUIM CALHEIROS, S/N",NÃO INFORMADO,43,8,0.1466,BAIXA PRESENÇA,139
SÃO MIGUEL DOS CAMPOS,18,1066,ESCOLA ANA LINS,RUA SENADOR MAXIMO 135,NÃO INFORMADO,43,10,0.1466,BAIXA PRESENÇA,140
SÃO MIGUEL DOS CAMPOS,18,1287,ESCOLA MUNICIPAL DESEMBARGADOR JOSE FERNANDO LIMA SOUZA,"RODOVIA BR 101, KM 69",KM 69,43,13,0.1466,BAIXA PRESENÇA,141
SÃO MIGUEL DOS CAMPOS,18,1333,ESCOLA DE EDUCAÇÃO BÁSICA CONSTRUTIVISTA,"RUA PROJETADA, 16",NÃO INFORMADO,43,8,0.1466,BAIXA PRESENÇA,142
SÃO SEBASTIÃO,49,1414,ESCOLA PROF. RICARDO VIEIRA,RUA VEREADOR LEOBINO JOSE DO NASCIMENTO 77,NÃO INFORMADO,43,11,0.1466,BAIXA PRESENÇA,143
CAJUEIRO,5,1040,ESCOLA ESTADUAL INAURA CASADO COSTA,RUA 22 DE MAIO S/N,NÃO INFORMADO,42,10,0.1432,BAIXA PRESENÇA,144
MACEIÓ,54,1139,ESCOLA ESTADUAL DOM OTAVIO BARBOSA AGUIAR,"RUA A-20, S/N",NÃO INFORMADO,42,10,0.1432,BAIXA PRESENÇA,145
UNIÃO DOS PALMARES,21,1929,ESCOLA ESTADUAL CARLOS GOMES DE BARROS,"AV. JOÃO LYRA FILHO, S/N",NÃO INFORMADO,42,14,0.1432,BAIXA PRESENÇA,146
MACEIÓ,54,1210,ESCOLA ESTADUAL DRA. EUNICE DE LEMOS CAMPOS,"AV. GARCA TORTA, S/N",NÃO INFORMADO,41,9,0.1398,BAIXA PRESENÇA,147
FELIZ DESERTO,7,1015,ESCOLA DE 1 E 2 GRAUS SENADOR ARNON DE MELO,PRACA DOMINGOS MENDES 209,NÃO INFORMADO,40,5,0.1364,BAIXA PRESENÇA,148
MACEIÓ,2,1228,ESCOLA ESTADUAL PROFESSOR ROSALVO LOBO,"AV CASTELO BRANCO, S/N",NÃO INFORMADO,40,12,0.1364,BAIXA PRESENÇA,149
MACEIÓ,33,1201,COLÉGIO ZUMBI DOS PALMARES,"CJ ROSANE COLLOR, QD M, S/N",NÃO INFORMADO,40,9,0.1364,BAIXA PRESENÇA,150
MACEIÓ,54,1651,ESCOLA DE ENSINO FUNDAMENTAL PROF. JAYME DE ALTAVILLA,"RUA DILERMANO REIS, S/N, LOT SANTA LUCIA",LOT SANTA LUCIA,40,11,0.1364,BAIXA PRESENÇA,151
PORTO CALVO,14,1198,GRUPO ESCOLAR D PEDRO I,RUA GRANJA CONCEICAO SN,NÃO INFORMADO,40,4,0.1364,BAIXA PRESENÇA,152
CAJUEIRO,5,1015,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA NOSSA SENHORA DO LIVRAMENTO,RUA MANOEL VIEIRA COSTA S/N,NÃO INFORMADO,39,12,0.1329,BAIXA PRESENÇA,153
SÃO MIGUEL DOS CAMPOS,18,1236,ESCOLA DE 1 E 2 GRAUS MARIO SOARES PALMEIRA,RUA VISCONDE DE SINIMBU S/N,NÃO INFORMADO,39,10,0.1329,BAIXA PRESENÇA,154
MACEIÓ,1,1678,ESCOLA DE ENSINO FUNDAMENTAL DOM HELDER CAMARA,"RUA ACRE, S/N",NÃO INFORMADO,38,4,0.1295,BAIXA PRESENÇA,155
MACEIÓ,54,1155,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA JOÃO SAMPAIO,"PRAÇA CENTRAL, S/N, CONJ. JOÃO SAMPAIO I",CONJ. JOAO SAMPAIO I,38,6,0.1295,BAIXA PRESENÇA,156
MACEIÓ,54,1376,ESCOLA ESTADUAL ONÉLIA CAMPELO,"RUA SANTA TEREZINHA, S/N",NÃO INFORMADO,38,10,0.1295,BAIXA PRESENÇA,157
MARAGOGI,14,1104,EXTENSÃO DA ESCOLA M DE EDUC BÁSICA DR. JOSÉ JORGE DE FARIAS SALES,"RODOVIA ARNON DE MELO, AL 101 NORTE, S/N, AO LADO DA UPA",AO LADO DA UPA,38,6,0.1295,BAIXA PRESENÇA,158
PIRANHAS,40,1120,ESCOLA MUN. NOSSA SENHORA DA SAUDE (ANTIGA ZIANE COSTA),AV. DELMIRO GOUVEIA,NÃO INFORMADO,38,6,0.1295,BAIXA PRESENÇA,159
CAMPO GRANDE,20,1031,ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL SEMENTE,RUA 31 DE MAIO N 94,NÃO INFORMADO,37,5,0.1261,BAIXA PRESENÇA,160
COLÔNIA LEOPOLDINA,16,1015,GRUPO MUNICIPAL PROFESSORA ZORA CLETO DE MENEZES,RUA MANOEL ATAIDE S/N,NÃO INFORMADO,37,4,0.1261,BAIXA PRESENÇA,161
MACEIÓ,33,1244,ESCOLA ESTADUAL PROFª. ROSALVA PEREIRA VIANA,"LOT. POR DO SOL, QD D, S/N, MOCAMBO",MOCAMBO,37,12,0.1261,BAIXA PRESENÇA,162
SÃO MIGUEL DOS CAMPOS,18,1120,GRUPO ESCOLAR RUI PALMEIRA,RUA CORONEL JOSE ANTONIO DA CRUZ S/N,NÃO INFORMADO,37,10,0.1261,BAIXA PRESENÇA,163
SÃO SEBASTIÃO,49,1368,ESCOLA DE 1 E 2 GRAUS PROFESSOR JOSE FELIX DE C. ALVES,RUA PEDRO VIEIRA DE BARROS 74,NÃO INFORMADO,37,8,0.1261,BAIXA PRESENÇA,164
MACEIÓ,2,1090,ESCOLA DE ENSINO FUNDAMENTAL KATIA PIMENTEL ASSUNCAO,"RUA BRENO CANSANCAO, 788",788,36,8,0.1227,BAIXA PRESENÇA,165
MACEIÓ,33,1040,ESCOLA ESTADUAL PROF. REMI LIMA,"RUA SAO JOSE, S/N",NÃO INFORMADO,36,6,0.1227,BAIXA PRESENÇA,166
MAR VERMELHO,5,1031,ESCOLA DE 1 E 2 GRAUS PROFESSOR ORLANDO LINS,RUA JORGE DE LIMA SN,NÃO INFORMADO,36,4,0.1227,BAIXA PRESENÇA,167
MURICI,9,1023,PRE-ESCOLAR MUNICIPAL,AV. PRESIDENTE VARGAS SN,NÃO INFORMADO,36,5,0.1227,BAIXA PRESENÇA,168
VIÇOSA,5,1112,GRUPO ESCOLAR 13 DE OUTUBRO,RUA FREDERICO MAIA SN,NÃO INFORMADO,36,6,0.1227,BAIXA PRESENÇA,169
CRAÍBAS,31,1015,ESCOLA NOSSA SENHORA DA CONCEIÇÃO,RUA PERCÍLIA MAURÍCIO DA ROCHA Nº 842,NÃO INFORMADO,35,10,0.1193,BAIXA PRESENÇA,170
MACEIÓ,54,1678,ESCOLA PROFª MARIA CARMELITA CARDOSO GAMA (CAIC-UFAL),"CAMPUS A.C.SIMOES, BR 104, KM 14, CIDADE UNIVERSITARIA",CIDADE UNIVERSITARIA,35,8,0.1193,BAIXA PRESENÇA,171
UNIÃO DOS PALMARES,21,1341,COLEGIO DE ENSINO FUNDAMENTAL MONSENHOR CLOVIS DUARTE DE BARROS,RUA JARDIM BRASILIA,NÃO INFORMADO,35,12,0.1193,BAIXA PRESENÇA,172
MACEIÓ,1,2020,COLEGIO OLAVO BILAC,AV PENEDO S/N,NÃO INFORMADO,34,6,0.1159,BAIXA PRESENÇA,173
MACEIÓ,33,1015,ESCOLA ESTADUAL OVIDIO EDGAR DE ALBUQUERQUE,"RUA DO CAMPO, S/N",NÃO INFORMADO,34,7,0.1159,BAIXA PRESENÇA,174
MACEIÓ,33,1180,ESCOLA DE ENSINO FUNDAMENTAL DR JOSE HAROLDO DA COSTA,"CONJ. SALVADOR LIRA, S/N",NÃO INFORMADO,34,15,0.1159,BAIXA PRESENÇA,175
MACEIÓ,54,1252,ESCOLA ESTADUAL DR. GERALDO MELO DOS SANTOS,"RUA 61, QD C-6, CJ. GRACILIANO RAMOS",CJ. GRACILIANO RAMOS,34,12,0.1159,BAIXA PRESENÇA,176
MACEIÓ,54,1759,IFAL - CAMPUS BENEDITO BENTES,"AVENIDA BENEDITO BENTES, S/N",NÃO INFORMADO,34,7,0.1159,BAIXA PRESENÇA,177
MARIBONDO,48,1031,GRUPO ESCOLAR ANTONIO BOMFIM,RUA TERCILA BOMFIM S/N,NÃO INFORMADO,34,11,0.1159,BAIXA PRESENÇA,178
PORTO CALVO,14,1180,GRUPO MANOEL FERREIRA DE BARROS,RUA HENRIQUE DIAS S/N,NÃO INFORMADO,34,2,0.1159,BAIXA PRESENÇA,179
MACEIÓ,2,1422,ESCOLA DE ENSINO FUNDAMENTAL PROFESSORA EULINA ALENCAR,"RUA COARACI FONSECA, 01",NÃO INFORMADO,33,7,0.1125,BAIXA PRESENÇA,180
MACEIÓ,33,1198,ESCOLA DE ENSINO FUNDAMENTAL PROF. DONIZETTI CALHEIROS,"AV. UBERABA, S/N",NÃO INFORMADO,33,8,0.1125,BAIXA PRESENÇA,181
MACEIÓ,33,1287,ESCOLA MUNICIPAL TOBIAS GRANJA,"RUA SÃO JOSÉ, 888",888,33,5,0.1125,BAIXA PRESENÇA,182
MACEIÓ,54,1589,COLÉGIO EDSON MONTEIRO,"RUA ANDRÉ PAPINE GOES, 177, LOTEAMENTO ACAUÃ",LOTEAMENTO ACAUA,33,8,0.1125,BAIXA PRESENÇA,183
NOVO LINO,53,1015,ESCOLA ESTADUAL ANTÔNIO GOMES DE BARROS,AV. ANTÔNIO CARLOS S/N,NÃO INFORMADO,33,5,0.1125,BAIXA PRESENÇA,184
OLHO D ÁGUA GRANDE,37,1058,ESCOLA MUNICIPAL EUCLIDES BOIA,RUA DR. EUCLIDES BOIA,NÃO INFORMADO,33,2,0.1125,BAIXA PRESENÇA,185
PIRANHAS,40,1023,UNIDADE ESCOLAR DE XINGO - UNEX I,AV RIO SAO FRANCISCO SN,NÃO INFORMADO,33,14,0.1125,BAIXA PRESENÇA,186
UNIÃO DOS PALMARES,21,1040,ESCOLA MUNICIPAL JAIRO CORREIA VIANA,RUA TAVARES BASTOS 206,NÃO INFORMADO,33,18,0.1125,BAIXA PRESENÇA,187
CAMPO GRANDE,20,1074,ESCOLA DE ENSINO FUNDAMENTAL EVÂNIO HIGINO DA SILVA,RUA VEREADOR JOSÉ RAIMUNDO DOS SANTOS S/N,NÃO INFORMADO,32,5,0.1091,BAIXA PRESENÇA,188
LAGOA DA CANOA,44,1058,GRUPO ESCOLAR MANOEL PEREIRA FILHO,AV. JOÃO ANGELINO DOS SANTOS S/N,NÃO INFORMADO,32,7,0.1091,BAIXA PRESENÇA,189
MACEIÓ,54,1562,ESCOLA ESTADUAL PROFESSORA GILVANA ATAÍDE CAVALCANTE CABRAL,"RUA ELINELMA DE OLIVEIRA SANTOS, S/N",NÃO INFORMADO,32,7,0.1091,BAIXA PRESENÇA,190
TAQUARANA,45,1015,GRUPO ESCOLAR SANTOS FERRAZ,RUA ANTONIO MADEIRO S/N,NÃO INFORMADO,32,9,0.1091,BAIXA PRESENÇA,191
MACEIÓ,33,1058,FACULDADE RAIMUNDO MARINHO,AVENIDA DURVAL DE GÓES MONTEIRO,NÃO INFORMADO,31,11,0.1057,BAIXA PRESENÇA,192
MACEIÓ,33,1295,ESCOLA DE ENSINO FUNDAMENTAL DOM ANTONIO BRANDAO,"RUA DO QUADRO, S/N",NÃO INFORMADO,31,7,0.1057,BAIXA PRESENÇA,193
PIAÇABUÇU,13,1066,ESCOLA MUNICIPAL PADRE LUÍS BARBOSA LEITE,"TRAVESSA FREI FERNANDO,  S/N",NÃO INFORMADO,31,7,0.1057,BAIXA PRESENÇA,194
SÃO LUÍS DO QUITUNDE,17,1139,ADERVAN VERÇOZA E SILVA,SAO LUIZ DO QUITUNDE,NÃO INFORMADO,31,10,0.1057,BAIXA PRESENÇA,195
SÃO LUÍS DO QUITUNDE,17,1147,GRUPO ESTADUAL PROFA MARIA MARGARIDA DA SILVA PUGLIESE,RUA COELHO SARMENTO,NÃO INFORMADO,31,13,0.1057,BAIXA PRESENÇA,196
SÃO SEBASTIÃO,49,1422,ESCOLA DE ENSINO FUNDAMENTAL PROFESSORA MARIA QUEIROZ FERRO,"RUA VEREADOR ANTONIO ABILIO DE LIMA, S/N",NÃO INFORMADO,31,11,0.1057,BAIXA PRESENÇA,197
MACEIÓ,3,1074,ESCOLA EST. DR. MIGUEL GUEDES NOGUEIRA,"RUA DR. OSWALDO CRUZ, S/N",NÃO INFORMADO,30,12,0.1023,BAIXA PRESENÇA,198
OLHO D ÁGUA DO CASADO,40,1023,ESCOLA MUNICIPAL ANTENOR SERPA,AVENIDA GUIOMAR BRITO SN,NÃO INFORMADO,30,10,0.1023,BAIXA PRESENÇA,199
COLÔNIA LEOPOLDINA,16,1082,SECRETARIA DA EDUCAÇÃO,RUA FILOMENA FREITAS DE SOUZA,NÃO INFORMADO,29,3,0.0989,BAIXA PRESENÇA,200
JAPARATINGA,14,1031,COLEGIO MUNICIPAL NAPOLEAO RODRIGUES DA SILVA,POVOADO BARREIROS DO BOQUEIRAO S/N,BARREIROS DO BOQUEIRAO S,29,3,0.0989,BAIXA PRESENÇA,201
MACEIÓ,2,1856,ESCOLA SEB (ANTIGO COC),"RUA SENADOR RUI PALMEIRA, 1200",1200,29,14,0.0989,BAIXA PRESENÇA,202
MACEIÓ,33,1228,ESCOLA MUNICIPAL PROFESSORA JAREDE VIANA DE OLIVEIRA,"RUA SÃO JOSÉ, S/N, AO LADO DA ESCOLA MUNICIPAL TOBIAS GRANJA",AO LADO DA ESCOLA MUNICIPAL TOBIAS GRANJA,29,6,0.0989,BAIXA PRESENÇA,203
MACEIÓ,54,1643,ESCOLA MUN. GASTONE LÚCIA DE CARVALHO BELTRÃO,"CONJ. JARDIM ROYAL - MODULO II - QD Q, S/N",NÃO INFORMADO,29,4,0.0989,BAIXA PRESENÇA,204
OLIVENÇA,19,1040,GRUPO ESCOLAR DES. AUGUSTO COSTA,RUA PADRE CÍCERO 162,NÃO INFORMADO,29,6,0.0989,BAIXA PRESENÇA,205
PORTO CALVO,14,1260,ESC. MUN. CANTINHO FELIZ - DALVINHA,RUA NOVA S/N,NÃO INFORMADO,29,4,0.0989,BAIXA PRESENÇA,206
SÃO BRÁS,37,1074,ESCOLA MUNICIPAL JOSÉ ARAUJO DE CARVALHO,POVOADO LAGOA COMPRIDA,LAGOA COMPRIDA,29,4,0.0989,BAIXA PRESENÇA,207
CAJUEIRO,5,1066,ESCOLA MUNICIPAL DE EDUCAÇÃO BÁSICA CICERO CABRAL TOLEDO,"AVENIDA MANOEL ALVES DA SILVA, S/N",NÃO INFORMADO,28,5,0.0954,BAIXA PRESENÇA,208
JUNDIÁ,14,1104,ESCOLA ESTADUAL DELMO FERREIRA DA SILVA,RUA NOSSA SENHORA DA CONCEIÇÃO N 132,NÃO INFORMADO,28,5,0.0954,BAIXA PRESENÇA,209
MACEIÓ,2,1333,EDIFICIO DO SESC,"RUA PEDRO PAULINO, 40",NÃO INFORMADO,28,7,0.0954,BAIXA PRESENÇA,210
MACEIÓ,3,1163,ESCOLA DE ENS. FUND. NOSSO LAR I,"RUA SAMPAIO DORIA, S/N",NÃO INFORMADO,28,14,0.0954,BAIXA PRESENÇA,211
MACEIÓ,3,1309,ESC. DE ENS. FUND. PROF. PEDRO CAFÉ,"RUA DO CRAVO, S/N",NÃO INFORMADO,28,8,0.0954,BAIXA PRESENÇA,212
MACEIÓ,54,1627,ESCOLA MUNICIPAL PROFESSOR PAULO BANDEIRA,AV NORMA PIMENTEL DA COSTA,NÃO INFORMADO,28,8,0.0954,BAIXA PRESENÇA,213
OURO BRANCO,50,1112,CRECHE MUNICIPAL PROFª EDVÂNIA SOARES CABRAL,RUA MARIA IVO DE CARVALHO,NÃO INFORMADO,28,4,0.0954,BAIXA PRESENÇA,214
SÃO MIGUEL DOS CAMPOS,18,1198,ESCOLA MARIA ROSA,PRACA PADRE CICERO S/N,NÃO INFORMADO,28,8,0.0954,BAIXA PRESENÇA,215
ANADIA,48,1058,GRUPO ESCOLAR RUI BARBOSA,PRACA DR. CAMPELO DE ALMEIDA S/N,NÃO INFORMADO,27,9,0.092,BAIXA PRESENÇA,216
JUNDIÁ,14,1015,ESC.ENS.FUND. TEREZA M.A. VERÇOSA (PEDRO SURUAGY),RUA DO COMERCIO SN,NÃO INFORMADO,27,8,0.092,BAIXA PRESENÇA,217
MACEIÓ,1,1147,ESCOLA DE ENSINO FUNDAMENTAL DR. POMPEU SARMENTO,"AV. DR. MUNIZ FALCAO, S/N",NÃO INFORMADO,27,6,0.092,BAIXA PRESENÇA,218
PORTO CALVO,14,1295,ESCOLA MUNICIPAL JOSÉ PIMENTEL PRADO,"RUA CEL. CLODOALDO DA FONSECA,S/N",NÃO INFORMADO,27,3,0.092,BAIXA PRESENÇA,219
SÃO LUÍS DO QUITUNDE,17,1015,JARDIM INFANTIL ERNESTO GOMES MARANHÃO,RUA MANOEL NOLASCO PIMENTEL,NÃO INFORMADO,27,8,0.092,BAIXA PRESENÇA,220
UNIÃO DOS PALMARES,21,1120,COLEGIO DR. MARIO GOMES DE BARROS,RUA JARDIM BRASILIA 378,NÃO INFORMADO,27,15,0.092,BAIXA PRESENÇA,221
COLÔNIA LEOPOLDINA,16,1090,CRECHE BRANCA DE NEVE,RUA 16 DE JULHO,NÃO INFORMADO,26,2,0.0886,BAIXA PRESENÇA,222
MACEIÓ,2,1260,ESCOLA ESTADUAL PROFESSOR BENEDITO DE MORAES,"RUA ZEFERINO RODRIGUES, S/N",NÃO INFORMADO,26,9,0.0886,BAIXA PRESENÇA,223
MACEIÓ,2,1490,CENTRO COMUNITARIO DAS PIABAS,"RUA MARIA CECILIA DA ROCHA, S/N",NÃO INFORMADO,26,6,0.0886,BAIXA PRESENÇA,224
MACEIÓ,33,1090,ESCOLA DE ENSINO FUNDAMENTAL CLETO MARQUES LUZ,"RUA P, LOT COLINA DOS EUCALIPTOS",LOT COLINA DOS EUCALIPTOS,26,6,0.0886,BAIXA PRESENÇA,225
MACEIÓ,54,1147,ESCOLA ESTADUAL JORNALISTA LAFAEITE BELO,"PARQUE RESIDENCIAL BENEDITO BENTES I, S/N",BENEDITO BENTES I,26,7,0.0886,BAIXA PRESENÇA,226
CRAÍBAS,31,1074,ESCOLA CEL. JOSÉ BARROS PAES,"RUA FRANCISCO GAMA DA SILVA, S/N",NÃO INFORMADO,25,9,0.0852,BAIXA PRESENÇA,227
FLEXEIRAS,53,1074,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SENADOR BENEDITO DE LIRA,RUA PROFESSORA MARIA ISABEL COSTA SOUZA SN,NÃO INFORMADO,25,4,0.0852,BAIXA PRESENÇA,228
JAPARATINGA,14,1040,ESCOLA ESTÁCIO BUARQUE BANDEIRA,POVOADO BITINGUI,BITINGUI,25,2,0.0852,BAIXA PRESENÇA,229
MACEIÓ,3,1449,ESCOLA EST. JORNALISTA FREITAS NETO,"RUA DR. OSWALDO CRUZ, 150",150,25,9,0.0852,BAIXA PRESENÇA,230
MACEIÓ,3,1872,COLÉGIO LAERSON ROSA,"RUA ALAMEDA CÉLIA DOS ANJOS, 06",NÃO INFORMADO,25,6,0.0852,BAIXA PRESENÇA,231
MACEIÓ,54,1481,ESCOLA MUNICIPAL AURÉLIO BUARQUE DE HOLANDA,"RUA F, S/N, CONJUNTO FREITAS NETO",FREITAS NETO,25,7,0.0852,BAIXA PRESENÇA,232
SÃO LUÍS DO QUITUNDE,17,1074,ESCOLA PROFESSORA MARIA DO CARMO DE MORAES,RUA QUITUNDE III,NÃO INFORMADO,25,7,0.0852,BAIXA PRESENÇA,233
MACEIÓ,1,1880,COLEGIO SANTISSIMA TRINDADE,AV PRESIDENTE ROOSEVELT 1111,NÃO INFORMADO,24,5,0.0818,BAIXA PRESENÇA,234
MACEIÓ,2,1368,ESCOLA ESTADUAL LUIZ CAMPOS TEIXEIRA,"RUA CAMPOS TEIXEIRA, S/N",NÃO INFORMADO,24,7,0.0818,BAIXA PRESENÇA,235
MACEIÓ,3,1422,COLÉGIO TIRADENTES,"AV. ROBERTO PONTES LIMA, 208,",208,24,10,0.0818,BAIXA PRESENÇA,236
MACEIÓ,33,1279,ESCOLA ESTADUAL PROFª. IRENE GARRIDO,"RUA G, QD 3, S/N, CONJ. DUBEAUX  LEAO",CONJ. DUBEAUX LEAO,24,9,0.0818,BAIXA PRESENÇA,237
MARAGOGI,14,1082,ESCOLA MUNICIPAL DOUTOR EDVALDO MELO SENA,RUA MARIA UCHOA DE MELO N 157,NÃO INFORMADO,24,4,0.0818,BAIXA PRESENÇA,238
PORTO CALVO,14,1279,10ª COORDENADORIA DE EDUCAÇÃO DO ESTADO DE ALAGOAS,RUA PROFESSOR GUEDES DE MIRANDA S/N,NÃO INFORMADO,24,4,0.0818,BAIXA PRESENÇA,239
VIÇOSA,5,1040,ESCOLA ESTADUAL MONSENHOR MACHADO,RUA JOAO PESSOA SN,NÃO INFORMADO,24,8,0.0818,BAIXA PRESENÇA,240
ARAPIRACA,22,1163,ESCOLA DE 1 GRAU PROFESSOR JAYME DE ALTAVILLA,"RUA SANTOS DUMONT, 623",623,23,7,0.0784,BAIXA PRESENÇA,241
ATALAIA,6,1082,CENTRO EDUCACIONAL PEQUENO PRÍNCIPE,RUA BARAO JOSE MIGUEL 893,NÃO INFORMADO,23,6,0.0784,BAIXA PRESENÇA,242
JAPARATINGA,14,1074,EXTENSÃO DA ESCOLA ANTONIO BUARQUE BANDEIRA,"RUA ANTÔNIO ALVIM, S/N",NÃO INFORMADO,23,2,0.0784,BAIXA PRESENÇA,243
MACEIÓ,1,1864,COLEGIO ADVENTISTA DE MACEIO,AV JUCA SAMPAIO 3027,NÃO INFORMADO,23,6,0.0784,BAIXA PRESENÇA,244
MACEIÓ,2,1201,ESCOLA ESTADUAL PROFESSOR EDUARDO MOTA TRIGUEIROS,"RUA ADAUTO GOMES BARBOSA, S/N - SANTO EDUARDO",- SANTO EDUARDO,23,9,0.0784,BAIXA PRESENÇA,245
MACEIÓ,3,1201,ESCOLA ESTADUAL GUIOMAR DE ALMEIDA PEIXOTO,"RUA SANTO ANTONIO, 600",600,23,10,0.0784,BAIXA PRESENÇA,246
MACEIÓ,3,1376,ESCOLA EST. PROFª ADEILZA MARIA OLIVEIRA,"RUA DO CAMPO, S/N",NÃO INFORMADO,23,7,0.0784,BAIXA PRESENÇA,247
MACEIÓ,3,1384,ESCOLA MUN. SÉRGIO LUIZ PESSOA BRAGA,"PRACA GOVERNADOR LAMENHA FILHO, S/N",NÃO INFORMADO,23,7,0.0784,BAIXA PRESENÇA,248
MACEIÓ,3,1430,ESCOLA ESTADUAL PROF TARCÍSIO DE JESUS,"AV. SENADOR RUI PALMEIRA, S/N",NÃO INFORMADO,23,13,0.0784,BAIXA PRESENÇA,249
MACEIÓ,3,1678,ESCOLA MUN. PROFª MARIA NILDA,"RUA SANTA CLARA, S/N",NÃO INFORMADO,23,4,0.0784,BAIXA PRESENÇA,250
MACEIÓ,3,1716,GINÁSIO DO SESI TRAPICHE,"AVENIDA SIQUEIRA CAMPOS, 1900",1900,23,10,0.0784,BAIXA PRESENÇA,251
MACEIÓ,54,1686,COLÉGIO SANTA AMÉLIA,"RUA D, 11 LOTEAMENTO SANTA AMÉLIA",11 LOTEAMENTO SANTA AMELIA,23,5,0.0784,BAIXA PRESENÇA,252
OLIVENÇA,19,1236,NOVA ESCOLA MUNICIPAL NOSSA SENHORA DO CARMO,RODOVIA AL 130,NÃO INFORMADO,23,11,0.0784,BAIXA PRESENÇA,253
PALMEIRA DOS ÍNDIOS,10,1058,COLÉGIO CRISTO REDENTOR,AV. DEP. MEDEIROS NETO 51,NÃO INFORMADO,23,16,0.0784,BAIXA PRESENÇA,254
PENEDO,13,1023,ESCOLA ESTADUAL DR. ALCIDES ANDRADE,"ROD. ENGENHEIRO JOAQUIM GONÇALVES, S/N, PX. A GRANDE RIO VEÍCULOS",PX. A GRANDE RIO VEICULOS,23,11,0.0784,BAIXA PRESENÇA,255
UNIÃO DOS PALMARES,21,1368,ESCOLA ESTADUAL ROCHA CAVALCANTE,RUA CORREIA DE OLIVEIRA 200,NÃO INFORMADO,23,8,0.0784,BAIXA PRESENÇA,256
CRAÍBAS,31,1031,ESCOLA ANA CAROLINA DE QUEIROZ,"RUA FRANCISCO GAMA DA SILVA, S/N",NÃO INFORMADO,22,8,0.075,BAIXA PRESENÇA,257
LAGOA DA CANOA,44,1015,CENTRO ESCOLAR GOVERNADOR LUIZ CAVALCANTE,AV. JOÃO ANGELINO S/N,NÃO INFORMADO,22,7,0.075,BAIXA PRESENÇA,258
MACEIÓ,1,1716,ESCOLA ESTADUAL JOSEFA DA CONCEICAO COSTA,"RUA PAO DE ACUCAR, S/N",NÃO INFORMADO,22,7,0.075,BAIXA PRESENÇA,259
MACEIÓ,1,1961,COLEGIO MARIA MONTESSORI,RUA PAPA JOAO PAULO 30,NÃO INFORMADO,22,11,0.075,BAIXA PRESENÇA,260
MACEIÓ,2,1562,COLÉGIO SANTA URSULA,RUA PIO XII,NÃO INFORMADO,22,8,0.075,BAIXA PRESENÇA,261
MACEIÓ,3,1481,ESCOLA EST. PROF. LIBERALINO BOMFIM DE OLIVEIRA,"RUA DO CRAVO, S/N",NÃO INFORMADO,22,4,0.075,BAIXA PRESENÇA,262
MACEIÓ,33,1163,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA DE FÁTIMA MELO,"AV MACEIO, 342",342,22,6,0.075,BAIXA PRESENÇA,263
MACEIÓ,33,1252,ESCOLA DE ENSINO FUNDAMENTAL PROF. SUZEL DANTAS,"RUA ANTONIO MONTEIRO DE CARVALHO, S/N",NÃO INFORMADO,22,5,0.075,BAIXA PRESENÇA,264
SÃO LUÍS DO QUITUNDE,17,1198,ESCOLA PROFA ADALGISA DA SILVA,"R. DR. JULIO DE MENDONÇA, SN, SÃO LUÍS DO QUITUNDE",SAO LUIS DO QUITUNDE,22,6,0.075,BAIXA PRESENÇA,265
SÃO MIGUEL DOS CAMPOS,18,1244,ESCOLA DE 1 GRAU DIONISIA APRATTO,AV. PREFEITO PEDRO FERNANDES S/N,NÃO INFORMADO,22,8,0.075,BAIXA PRESENÇA,266
ATALAIA,6,1139,GRUPO ESCOLAR FLORIANO PEIXOTO,RUA MARECHAL DEODORO 70,NÃO INFORMADO,21,8,0.0716,BAIXA PRESENÇA,267
