chave_local;latitude;longitude;bairro;distrito;status_geocodificacao;consulta_geocoding
PALMEIRA DOS INDIOS|COLEGIO CRISTO REDENTOR|AV. DEP. MEDEIROS NETO 51;-9.4113742;-36.6337546;São Cristovão;;ENCONTRADO;AV. DEP. MEDEIROS NETO 51, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|COLEGIO SAGRADA FAMILIA|RUA DOM BOSCO 15;-9.3519004;-36.6209167;Caldeirões de Cima;;ENCONTRADO;RUA DOM BOSCO 15, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|ESCOLA MUNICIPAL DOUTOR GERSON JATOBA LEITE|AV. BRASILIA, N. 39;-9.4143538;-36.6400907;Vila João XXIII;;ENCONTRADO;AV. BRASÍLIA, N. 39, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|ESCOLA MUNICIPAL MARCELO MINERVO DOS SANTOS PIMENTEL|AV GRACILIANO RAMOS, 246;-9.4104826;-36.6268719;São Luiz;;ENCONTRADO;AV GRACILIANO RAMOS, 246, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|FACULDADE CESMAC DO SERTAO|RUA BRAULIO MONTENEGRO, S/N, VILA MARIA;;;;;NAO_ENCONTRADO;RUA BRAÚLIO MONTENEGRO, S/N, VILA MARIA, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|GRUPO ESCOLAR ALMEIDA CAVALCANTE|RUA DUQUE DE CAXIAS SN;-9.4078129;-36.629182;Centro;;ENCONTRADO;RUA DUQUE DE CAXIAS SN, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|GRUPO ESCOLAR GRACILIANO RAMOS|RUA 15 DE NOVEMBRO SN;-9.4166956;-36.6362459;São Cristovão;;ENCONTRADO;RUA 15 DE NOVEMBRO SN, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|ESCOLA DE 1 GRAU ESTADO DE NOVA GERSEY|RUA SEBASTIAO LIMA SN;-9.4134008;-36.6281836;São Luiz;;ENCONTRADO;RUA SEBASTIÃO LIMA SN, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|GRUPO ESCOLAR MONSENHOR MACEDO|RUA 15 DE NOVEMBRO SN;-9.4166956;-36.6362459;São Cristovão;;ENCONTRADO;RUA 15 DE NOVEMBRO SN, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|INSTITUTO FEDERAL DE ALAGOAS - IFAL|PALMEIRA DE FORA;-9.4041909;-36.6549701;Vila João XXIII;;ENCONTRADO;PALMEIRA DE FORA, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|GRUPO ESCOLAR ANTONIA MACEDO|RUA CEL ANTONIO PANTALEAO SN;;;;;NAO_ENCONTRADO;RUA CEL ANTÔNIO PANTALEÃO SN, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|ESCOLA ESTADUAL MANOEL PASSOS LIMA|RUA GERVASIO MOREIRA, S/N;;;;;NAO_ENCONTRADO;RUA GERVÁSIO MOREIRA, S/N, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|ESCOLA ESTADUAL JOSE VICTORINO DA ROCHA|PRACA ANTONIO LEITE, S/N, CANAFISTULA;-9.3991794;-36.7123167;Canafístula;;ENCONTRADO;PRAÇA ANTONIO LEITE, S/N, CANAFÍSTULA, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|CENTRO DE ESTUDOS SUPLETIVO REMI MAIA|RUA FRANCISCO MOURA SN;-9.4151556;-36.6263931;São Luiz;;ENCONTRADO;RUA FRANCISCO MOURA SN, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|ESCOLA MUNICIPAL PEDRO RODRIGUES GAIA|POVOADO CORURIPE DA CAL;;;;;NAO_ENCONTRADO;POVOADO CORURIPE DA CAL, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|ESCOLA ESTADUAL DIJANIRA SANTOS SILVA|POVOADO SANTO ANTONIO;;;;;NAO_ENCONTRADO;POVOADO SANTO ANTÔNIO, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|ESCOLA MUNICIPAL PROFESSORA ROSINHA PIMENTEL|AVENIDA CONSELHEIRO SEBASTIAO LIMA, S/N;-9.4120512;-36.6274423;São Luiz;;ENCONTRADO;AVENIDA CONSELHEIRO SEBASTIÃO LIMA, S/N, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|ESCOLA MUNICIPAL NOE SIMPLICIO|POVOADO BONIFACIO;;;;;NAO_ENCONTRADO;POVOADO BONIFÁCIO, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|ESCOLA ESTADUAL EGIDIO BARBOSA|POVOADO LAGOA DO CALDEIRAO;;;;;NAO_ENCONTRADO;POVOADO LAGOA DO CALDEIRÃO, Palmeira Dos Indios, Alagoas, Brasil
PALMEIRA DOS INDIOS|UNIVERSISADE ESTADUAL DE ALAGOAS - UNEAL - PALMERIA DOS INDIOS|RODOVIA EDUARDO ALVES DA SILVA, KM 03;;;;;NAO_ENCONTRADO;RODOVIA EDUARDO ALVES DA SILVA, KM 03, Palmeira Dos Indios, Alagoas, Brasil
PENEDO|COLEGIO ESTADUAL COMENDADOR JOSE DA SILVA PEIXOTO|RUA CASTRO ALVES, S/N, EM FRENTE A CODEVASF;;;;;NAO_ENCONTRADO;RUA CASTRO ALVES, S/N, EM FRENTE À CODEVASF, Penedo, Alagoas, Brasil
PENEDO|COLEGIO DIOCESANO DE PENEDO|PCA. LARGO DE FATIMA, PX. A 9A. COORDENADORIA DE ENSINO DE ALAGOAS;;;;;NAO_ENCONTRADO;PÇA. LARGO DE FÁTIMA, PX. À 9A. COORDENADORIA DE ENSINO DE ALAGOAS, Penedo, Alagoas, Brasil
PENEDO|ESCOLA MUNICIPAL VEREADOR MANOEL SOARES DE MELO|RUA FLORIANO ROSA, S/N, PX. AO POSTO DE SAUDE, CONJUNTO VILA MATIAS;;;;;NAO_ENCONTRADO;RUA FLORIANO ROSA, S/N, PX. AO POSTO DE SAÚDE, CONJUNTO VILA MATIAS, Penedo, Alagoas, Brasil
PENEDO|SESI - SENAI / UNIDADE PENEDO|AV. WANDERLEY, 922;-10.2822946;-36.5653561;Dom Constatino;;ENCONTRADO;AV. WANDERLEY, 922, Penedo, Alagoas, Brasil
PENEDO|ESCOLA ESTADUAL PROFESSOR ERNANI MERO (GRUPO ESCOLAR EXPERIMENTAL)|PRACA LARGO DE FATIMA, S/N, EM FRENTE AO NUDEPE;;;;;NAO_ENCONTRADO;PRAÇA LARGO DE FÁTIMA, S/N, EM FRENTE AO NUDEPE, Penedo, Alagoas, Brasil
PENEDO|COOPERATIVA EDUCACIONAL DE PENEDO - COOPEPE LTDA|PARQUE DR. ADAIL FREIRE PEREIRA, 127 (PRACA SANTA LUZIA);;;;;NAO_ENCONTRADO;PARQUE DR. ADAIL FREIRE PEREIRA, 127 (PRAÇA SANTA LUZIA), Penedo, Alagoas, Brasil
PENEDO|EMEB VEREADOR JOSE DA COSTA MANGABEIRA|RUA F, LOTEAMENTO SAO GONCALO, SN;;;;;NAO_ENCONTRADO;RUA F, LOTEAMENTO SÃO GONÇALO, SN, Penedo, Alagoas, Brasil
PENEDO|ESCOLA ESTADUAL DR. ALCIDES ANDRADE|ROD. ENGENHEIRO JOAQUIM GONCALVES, S/N, PX. A GRANDE RIO VEICULOS;;;;;NAO_ENCONTRADO;ROD. ENGENHEIRO JOAQUIM GONÇALVES, S/N, PX. A GRANDE RIO VEÍCULOS, Penedo, Alagoas, Brasil
PENEDO|IFAL - CAMPUS PENEDO|ROD ENGENHEIRO JOAQUIM GONCALVES, S/N LOT SAO JOSE;;;;;NAO_ENCONTRADO;ROD ENGENHEIRO JOAQUIM GONÇALVES, S/N LOT SÃO JOSÉ, Penedo, Alagoas, Brasil
PENEDO|ESCOLA ESTADUAL JOAO VALERIANO DE OLIVEIRA|RUA JOAO RAMALHO, SN;-10.2733024;-36.5601197;Dom Constatino;;ENCONTRADO;RUA JOÃO RAMALHO, SN, Penedo, Alagoas, Brasil
PENEDO|EMEB HANNA BERTHOLET|POVOADO SANTA MARGARIDA;;;;;NAO_ENCONTRADO;POVOADO SANTA MARGARIDA, Penedo, Alagoas, Brasil
PENEDO|FACULDADE RAIMUNDO MARINHO DE PENEDO|RUA 15 DE NOVEMBRO, FRM;;;;;NAO_ENCONTRADO;RUA 15 DE NOVEMBRO, FRM, Penedo, Alagoas, Brasil
PENEDO|GRUPO ESCOLAR ESTADUAL GABINO BESOURO|AVENIDA NILO PECANHA, 182, PROXIMO AO TIRO DE GUERRA;;;;;NAO_ENCONTRADO;AVENIDA NILO PECANHA, 182, PRÓXIMO AO TIRO DE GUERRA, Penedo, Alagoas, Brasil
PENEDO|ESCOLA DE ENSINO FUNDAMENTAL PROFESSOR DOUGLAS APRATTO TENORIO|RUA BRASILIA, S/N;-10.2825199;-36.5809629;Penedo;;ENCONTRADO;RUA BRASÍLIA, S/N, Penedo, Alagoas, Brasil
PENEDO|EMEB IRMA JOLENTA (ANTIGO FREITAS)|RUA SANTO ANTONIO, SN;-10.2826113;-36.5840511;Penedo;;ENCONTRADO;RUA SANTO ANTÔNIO, SN, Penedo, Alagoas, Brasil
PENEDO|ESCOLA ESTADUAL HERMILIO DE FREITAS MELRO|AVENIDA WANDERLEY, 396, EM FRENTE AO SEMEP;;;;;NAO_ENCONTRADO;AVENIDA WANDERLEY, 396, EM FRENTE AO SEMEP, Penedo, Alagoas, Brasil
PENEDO|EMEB SANTO ANTONIO|POVOADO TABULEIRO DOS NEGROS;;;;;NAO_ENCONTRADO;POVOADO TABULEIRO DOS NEGROS, Penedo, Alagoas, Brasil
PENEDO|EMEB PROFa MARIA DA GLORIA PIMENTEIRA|POVOADO PONTA MOFINA;;;;;NAO_ENCONTRADO;POVOADO PONTA MOFINA, Penedo, Alagoas, Brasil
PENEDO|EMEB PROFESSOR IRENIO ARAUJO|POVOADO MARITUBA DO PEIXE;;;;;NAO_ENCONTRADO;POVOADO MARITUBA DO PEIXE, Penedo, Alagoas, Brasil
PENEDO|UNIDADE DE ENSINO DE PENEDO/UFAL|AVENIDA BEIRA RIO, S/N, UFAL, PX. A DELEGACIA DE POLICIA;;;;;NAO_ENCONTRADO;AVENIDA BEIRA RIO, S/N, UFAL, PX. À DELEGACIA DE POLÍCIA, Penedo, Alagoas, Brasil
PENEDO|ESCOLA ESTADUAL CLEMENTINO DO MONTE|PRACA CLEMENTINO DO MONTE, S/N (EM FRENTE AO PENEDENSE);;;;;NAO_ENCONTRADO;PRAÇA CLEMENTINO DO MONTE, S/N (EM FRENTE AO PENEDENSE), Penedo, Alagoas, Brasil
RIO LARGO|ESCOLA MUNICIPAL DR. GUSTAVO PAIVA|CJ BARNABE OITICICA II, SN, MATA DO ROLO;;;;;NAO_ENCONTRADO;CJ BARNABÉ OITICICA II, SN, MATA DO ROLO, Rio Largo, Alagoas, Brasil
RIO LARGO|COMPLEXO ESTADUAL PROFA CLAUDIZETE LIMA ELEUTERIO|CONJ GURIATA, S/N;;;;;NAO_ENCONTRADO;CONJ GURIATA, S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA DE ENSINO FUND DR GASTAO OITICICA|AV JULIO CALHEIROS S/N;;;;;NAO_ENCONTRADO;AV JULIO CALHEIROS S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA ESTADUAL SANTOS DUMONT|BR 104 - DESTACAMENTO DA FAB - VILA MILITAR;;;;;NAO_ENCONTRADO;BR 104 - DESTACAMENTO DA FAB - VILA MILITAR, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA MUNICIPAL DE EDUCACAO BASICA INDUSTRIAL LUIGI BAUDUCCO|AVENIDA PASTOR JOSUE LINS CONJUNTO CRUZEIRO DO SUL, C RESIDENCIAL;;;;;NAO_ENCONTRADO;AVENIDA PASTOR JOSUE LINS CONJUNTO CRUZEIRO DO SUL, C RESIDENCIAL, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA DE EDUCACAO BASICA AGNUS DEI|AV. PRESIDENTE FERNANDO A. COLLO DE MELO,96, ANTONIO LINS DE SOUZA;;;;;NAO_ENCONTRADO;AV. PRESIDENTE FERNANDO A. COLLO DE MELO,96, ANTONIO LINS DE SOUZA, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA MUNICIPAL DE EDUCACAO BASICA D PEDRO I|RUA CURITIBA S/N;-9.5105587;-35.8093743;Rio Largo;;ENCONTRADO;RUA CURITIBA S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA DE ENSINO FUND PROF ROSINEIDE TEREZA MARTINS DA CONCEICAO|EUCLIDES AFONSO DE MELO S/N;;;;;NAO_ENCONTRADO;EUCLIDES AFONSO DE MELO S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|GRUPO ESCOLAR DE I E II GRAUS FERNANDINA MALTA|AV ALBERTO SANTOS DUMONT, S/N;-9.4835249;-35.855917;Vila São Lourenço;;ENCONTRADO;AV ALBERTO SANTOS DUMONT, S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA DE ENS FUND PROFESSORA EVANDA CARNEIRO DE VASCONCELOS|RUA SAO PEDRO S/N;-9.4784995;-35.8366035;Mata do Rolo;;ENCONTRADO;RUA SAO PEDRO S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA PREFEITO WALTER DORIA DE FIGUEIREDO|CJ MARIO MAFRA, QUADRA D-04;;;;;NAO_ENCONTRADO;CJ MARIO MAFRA, QUADRA D-04, Rio Largo, Alagoas, Brasil
RIO LARGO|GRUPO ESCOLAR MANOEL SOARES DE SOUZA|VILA RAUL S/N;;;;;NAO_ENCONTRADO;VILA RAUL S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA MUNICIPAL TERESA CRISTINA LINS DE SOUZA COSTA|CJ RES. FRANCISCO TAVARES GRANJA, S/N;;;;;NAO_ENCONTRADO;CJ RES. FRANCISCO TAVARES GRANJA, S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|GRUPO ESCOLAR OZORIA MOURA DE LIMA|RUA ANTONIO ELIAS CALHEIROS S/N;;;;;NAO_ENCONTRADO;RUA ANTONIO ELIAS CALHEIROS S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA DE ENSINO FUNDAMENTAL MARIETA LEAO|PATIO DA REDE FERROVIARIA S/N;;;;;NAO_ENCONTRADO;PATIO DA REDE FERROVIARIA S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA MUNICIPAL DE ENSINO F. PROFESSOR JOSE EDMILSON|COJ NAPOLEAO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA;;;;;NAO_ENCONTRADO;COJ NAPOLEÃO VIANA,S/N, BAR NOSSO, PREF ANTONIO LINS DE SOUZA, Rio Largo, Alagoas, Brasil
RIO LARGO|GRUPO ESCOLAR PROFESSOR POMPEU SARMENTO|TRAV SANTA LUZIA S/N;;;;;NAO_ENCONTRADO;TRAV SANTA LUZIA S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|GRUPO ESCOLAR DALMARIO DE SOUZA|RUA ALTO DA SAUDADE SN;;;;;NAO_ENCONTRADO;RUA ALTO DA SAUDADE SN, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA ESTADUAL TABULEIRO DO PINTO|RUA DA CAIXA SN;;;;;NAO_ENCONTRADO;RUA DA CAIXA SN, Rio Largo, Alagoas, Brasil
RIO LARGO|ANTIGA ESCOLA FRANCISCO LEAO DO CENTRO|PRACA TEIZEIRA BARROS., SN;;;;;NAO_ENCONTRADO;PRAÇA TEIZEIRA BARROS., SN, Rio Largo, Alagoas, Brasil
RIO LARGO|GRUPO ESCOLAR ODILO ALVARES DE SOUZA|AV MUNIZ FALCAO SN;;;;;NAO_ENCONTRADO;AV MUNIZ FALCAO SN, Rio Largo, Alagoas, Brasil
RIO LARGO|CRECHE MUNICIPAL CELYRIO ADAMASTOR BARRETO ACIOLY|ROD AL 210, CJ EDSON NOVAES S/N;;;;;NAO_ENCONTRADO;ROD AL 210, CJ EDSON NOVAES S/N, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA DE EDUCACAO INFANTIL AQUINO JAPIASSU|VILA MARILIA;;;;;NAO_ENCONTRADO;VILA MARÍLIA, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA DE EDUCACAO INFANTIL PADRE PAULINO|CONJUNTO MUTIRAO;;;;;NAO_ENCONTRADO;CONJUNTO MUTIRÃO, Rio Largo, Alagoas, Brasil
RIO LARGO|CRIA-CENTRO INFANTIL CORALIA GOMES DA SILVA|CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO;;;;;NAO_ENCONTRADO;CJ JARBAS OITICICA, QD B2, N 45, MATA DO ROLO, Rio Largo, Alagoas, Brasil
RIO LARGO|ESCOLA ESTADUAL JOAO MORAIS CAVALCANTE|R. DO MATADOURO, CJ HAB JOSE FERNANDES TORRES, CJ MUTIRAO;;;;;NAO_ENCONTRADO;R. DO MATADOURO, CJ HAB JOSE FERNANDES TORRES, CJ MUTIRÃO, Rio Largo, Alagoas, Brasil
RIO LARGO|CMEI DESEMBARGADOR FRANCISCO WILDO LACERDA DANTAS|CJ ANTONIO LINS DE SOUSA , QD6, MATA DO ROLO;;;;;NAO_ENCONTRADO;CJ ANTONIO LINS DE SOUSA , QD6, MATA DO ROLO, Rio Largo, Alagoas, Brasil
RIO LARGO|GRUPO ESCOLAR DERALDO CAMPOS|AVENIDA VAZ DE CASTRO S/N;-9.4855066;-35.8566295;Vila São Lourenço;;ENCONTRADO;AVENIDA VAZ DE CASTRO S/N, Rio Largo, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA MUNICIPAL DESEMBARGADOR JOSE FERNANDO LIMA SOUZA|RODOVIA BR 101, KM 69;-9.741431;-36.0611185;São Miguel dos Campos;;ENCONTRADO;RODOVIA BR 101, KM 69, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|COLEGIO MUNICIPAL LUZINETE E LINDALVA JATOBA|AV. SAMPAIO MARQUES, S/N;;;;;NAO_ENCONTRADO;AV. SAMPAIO MARQUES, S/N, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA MUNICIPAL RUI PALMEIRA|RUA CORONEL JOSE ANTONIO DA CRUZ, 54;-9.7817352;-36.103011;Paraíso;;ENCONTRADO;RUA CORONEL JOSE ANTONIO DA CRUZ, 54, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA ANA LINS|RUA SENADOR MAXIMO, 130;-9.7797751;-36.0993035;Centro;;ENCONTRADO;RUA SENADOR MAXIMO, 130, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA MUNICIPAL PROFESSORA INEIDE NOGUEIRA ROCHA|RUA ALICIA VITORIA URBANO DE OLIVEIRA LOPES, QUADRA O1, S/N;;;;;NAO_ENCONTRADO;RUA ALÍCIA VITÓRIA URBANO DE OLIVEIRA LOPES, QUADRA O1, S/N, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA MUNICIPAL MARIA ROSA|RUA GERALDO SAMPAIO, S/N;-9.7779609;-36.1043243;Paraíso;;ENCONTRADO;RUA GERALDO SAMPAIO, S/N, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA MUNICIPAL MARIO SOARES PALMEIRA|RUA VISCONDE DE SINIMBU, 32;;;;;NAO_ENCONTRADO;RUA VISCONDE DE SINIMBU, 32, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA DE 1 E 2 GRAUS NUNILA MACHADO|VISCONDE DE SINIMBU, 182;;;;;NAO_ENCONTRADO;VISCONDE DE SINIMBU, 182, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA DE ENSINO SUPERIOR DE SAO MIGUEL DOS CAMPOS|PRACA SENHORA DOS PRAZERES, SN;;;;;NAO_ENCONTRADO;PRACA SENHORA DOS PRAZERES, SN, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA DE EDUCACAO BASICA CONSTRUTIVISTA|RUA PROJETADA, 16;;;;;NAO_ENCONTRADO;RUA PROJETADA, 16, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA MUNICIPAL DIONISIA APRATTO TENORIO|AV. PREFEITO PEDRO FERNANDES, S/N;;;;;NAO_ENCONTRADO;AV. PREFEITO PEDRO FERNANDES, S/N, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA MUNICIPAL PROFESSORA NOEMIA BASTOS|AVENIDA VERA CRUZ, 111;-9.7832594;-36.0919014;Centro;;ENCONTRADO;AVENIDA VERA CRUZ, 111, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA DE 1 GRAU TARCISIO SOARES PALMEIRA|TRAVESSA SENADOR MAXIMO, 104;;;;;NAO_ENCONTRADO;TRAVESSA SENADOR MAXIMO, 104, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|COLEGIO MUNICIPAL ESTHER SOARES TORRES|AVENIDA PREFEITO PEDRO FERNANDES DA COSTA, S/N;;;;;NAO_ENCONTRADO;AVENIDA PREFEITO PEDRO FERNANDES DA COSTA, S/N, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|ESCOLA ESTADUAL PROFESSORA EDILEUZA OLIVEIRA DA SILVA|RUA PROJETADA, S/N;;;;;NAO_ENCONTRADO;RUA PROJETADA, S/N, Sao Miguel Dos Campos, Alagoas, Brasil
SAO MIGUEL DOS CAMPOS|CRECHE JOSEFA BENEDITA DOS SANTOS|AVENIDA PEDRO FERNANDES DE COSTA;;;;;NAO_ENCONTRADO;AVENIDA PEDRO FERNANDES DE COSTA, Sao Miguel Dos Campos, Alagoas, Brasil
UNIAO DOS PALMARES|COLEGIO DE ENSINO FUNDAMENTAL MONSENHOR CLOVIS DUARTE DE BARROS|RUA JARDIM BRASILIA;-9.1545653;-36.0312271;União dos Palmares;;ENCONTRADO;RUA JARDIM BRASILIA, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA ESTADUAL CARLOS GOMES DE BARROS|AV. JOAO LYRA FILHO, S/N;;;;;NAO_ENCONTRADO;AV. JOÃO LYRA FILHO, S/N, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|COLEGIO DR. MARIO GOMES DE BARROS|RUA JARDIM BRASILIA 378;-9.1545653;-36.0312271;União dos Palmares;;ENCONTRADO;RUA JARDIM BRASILIA 378, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA MUNICIPAL JAIRO CORREIA VIANA|RUA TAVARES BASTOS 206;-9.157438;-36.0311805;União dos Palmares;;ENCONTRADO;RUA TAVARES BASTOS 206, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|COLEGIO JOSE CORREIA VIANA|RUA SANTA MARIA MADALENA, 226;-9.1586442;-36.0310077;União dos Palmares;;ENCONTRADO;RUA SANTA MARIA MADALENA, 226, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA MUNICIPAL JOAO COSTA DE OLIVEIRA|QUADRA P1, S/N;;;;;NAO_ENCONTRADO;QUADRA P1, S/N, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA ESTADUAL ROCHA CAVALCANTE|RUA CORREIA DE OLIVEIRA 200;-9.1588289;-36.0341446;União dos Palmares;;ENCONTRADO;RUA CORREIA DE OLIVEIRA 200, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|EDUCANDARIO OLIMPYA AUGUSTA DOS SANTOS|RUA CORONEL JOSE BEZERRA MONTENEGRO, 105;-9.1609031;-36.0318218;União dos Palmares;;ENCONTRADO;RUA CORONEL JOSE BEZERRA MONTENEGRO, 105, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|GRUPO ESCOLAR DR JORGE DE LIMA|RUA TAVARES BASTOS, SN;-9.157438;-36.0311805;União dos Palmares;;ENCONTRADO;RUA TAVARES BASTOS, SN, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA MUNICIPAL SALOME DA ROCHA BARROS|RUA LINDOLFO GOMES CABRAL, 590;-9.1605223;-36.019327;União dos Palmares;;ENCONTRADO;RUA LINDOLFO GOMES CABRAL, 590, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|COLEGIO ADVENTISTA|AV. HERMANO PLECH, 120;-9.1562349;-36.0303953;União dos Palmares;;ENCONTRADO;AV. HERMANO PLECH, 120, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA DE ENSINO FUNDAMENTAL FILOMENA MEDEIROS|RUA EDGAR SARMENTO, 217;-9.1631868;-36.0315847;União dos Palmares;;ENCONTRADO;RUA EDGAR SARMENTO, 217, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA ESTADUAL PAULO SARMENTO|RUA SENADOR RUI PALMEIRA, S/N;-9.1570546;-36.0247513;União dos Palmares;;ENCONTRADO;RUA SENADOR RUI PALMEIRA, S/N, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|CRECHE MUNICIPAL TIA SUZETE|CONJUNTO NOVA ESPERANCA;;;;;NAO_ENCONTRADO;CONJUNTO NOVA ESPERANÇA, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA DE ENSINO FUNDAMENTAL FERNANDO JUAZEIRO|AV. DR. HERMANO PLECH 488;;;;;NAO_ENCONTRADO;AV. DR. HERMANO PLECH 488, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA MUNICIPAL MARIA LEAL FEITOSA|RUA EDGAR SARMENTO, S/N;-9.1631868;-36.0315847;União dos Palmares;;ENCONTRADO;RUA EDGAR SARMENTO, S/N, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA MUNICIPAL LUIZA DE FRANCA|RUA ALTO DO CRUZEIRO, S/N;-9.1614292;-36.0275299;União dos Palmares;;ENCONTRADO;RUA ALTO DO CRUZEIRO, S/N, Uniao Dos Palmares, Alagoas, Brasil
UNIAO DOS PALMARES|ESCOLA MUNICIPAL LAURA PEREIRA DA SILVA|RUA CUPERTINO DOS PRAZERES, S/N;;;;;NAO_ENCONTRADO;RUA CUPERTINO DOS PRAZERES, S/N, Uniao Dos Palmares, Alagoas, Brasil
