municipio;local_votacao;endereco_local_votacao;qtd_secoes;qtd_vereadores;votos_totais;chave_local
MACEIO;COLÉGIO SAGRADA FAMILIA;RUA ALAMEDA MARIA DAS GRAÇAS NOVAES BRANDÃO VILELA, 07;7;39;844;MACEIO|COLEGIO SAGRADA FAMILIA|RUA ALAMEDA MARIA DAS GRACAS NOVAES BRANDAO VILELA, 07
MACEIO;ESC. MUN. PROFª MARILÚCIA MACEDO DOS SANTOS (ANTIGA PIABAS);RUA MARIA CECILIA DA ROCHA, S/N;6;44;841;MACEIO|ESC. MUN. PROFa MARILUCIA MACEDO DOS SANTOS (ANTIGA PIABAS)|RUA MARIA CECILIA DA ROCHA, S/N
MACEIO;E.M. JAIME AMORIM MIRANDA;AV BELMIRO AMORIM, 760;4;47;839;MACEIO|E.M. JAIME AMORIM MIRANDA|AV BELMIRO AMORIM, 760
MACEIO;ESCOLA DE ENSINO FUNDAMENTAL PROF. SUZEL DANTAS;RUA ANTONIO MONTEIRO DE CARVALHO, S/N;5;37;837;MACEIO|ESCOLA DE ENSINO FUNDAMENTAL PROF. SUZEL DANTAS|RUA ANTONIO MONTEIRO DE CARVALHO, S/N
MACEIO;ESCOLA SESI/SENAI;AV. ANTÔNIO LISBOA DE AMORIM, 1751;5;39;829;MACEIO|ESCOLA SESI/SENAI|AV. ANTONIO LISBOA DE AMORIM, 1751
MACEIO;E.M. GASTONE LÚCIA DE CARVALHO BELTRÃO;CONJ. JARDIM ROYAL - MODULO II - QD Q, S/N;5;41;817;MACEIO|E.M. GASTONE LUCIA DE CARVALHO BELTRAO|CONJ. JARDIM ROYAL - MODULO II - QD Q, S/N
MACEIO;ESCOLA DE ENS. FUND. LINDOLFO COLLOR;AV GOVERNADOR THEOBALDO BARBOSA, S/N;6;40;817;MACEIO|ESCOLA DE ENS. FUND. LINDOLFO COLLOR|AV GOVERNADOR THEOBALDO BARBOSA, S/N
MACEIO;COLÉGIO DINÂMICO;AVENIDA MACEIÓ, N 83;5;41;811;MACEIO|COLEGIO DINAMICO|AVENIDA MACEIO, N 83
MACEIO;ESCOLA ESTADUAL JOÃO PAULO II;RUA MANOEL  INACIO, S/N;6;40;810;MACEIO|ESCOLA ESTADUAL JOAO PAULO II|RUA MANOEL INACIO, S/N
MACEIO;COLÉGIO SANTA AMÉLIA;RUA D, 11 LOTEAMENTO SANTA AMÉLIA;6;39;805;MACEIO|COLEGIO SANTA AMELIA|RUA D, 11 LOTEAMENTO SANTA AMELIA
MACEIO;ESC. EST. PROF. MÁRIO BROAD;AV. JULIO MARQUES LUZ, 231;6;44;796;MACEIO|ESC. EST. PROF. MARIO BROAD|AV. JULIO MARQUES LUZ, 231
MACEIO;ESC. EST. PROF. VIRGÍNIO DE CAMPOS;RUA FIRMINO DE VASCONCELOS, 22;7;41;788;MACEIO|ESC. EST. PROF. VIRGINIO DE CAMPOS|RUA FIRMINO DE VASCONCELOS, 22
MACEIO;SEST/SENAT;AV. DEP. CÉSAR ESUSTÁQUIO MALTA, 500;6;39;769;MACEIO|SEST/SENAT|AV. DEP. CESAR ESUSTAQUIO MALTA, 500
MACEIO;ESC. EST. JORNALISTA RAUL LIMA;RUA DA IGREJA, S/N;5;34;768;MACEIO|ESC. EST. JORNALISTA RAUL LIMA|RUA DA IGREJA, S/N
MACEIO;ESCOLA ESTADUAL DR. JÚLIO AUTO;CONJUNTO JOAQUIM LEAO, S/N;6;37;768;MACEIO|ESCOLA ESTADUAL DR. JULIO AUTO|CONJUNTO JOAQUIM LEAO, S/N
MACEIO;CEAGB - ESCOLA ESTADUAL PROFª  MARIA JOSÉ LOUREIRO;AV. FERNANDES LIMA, S/N;7;49;765;MACEIO|CEAGB - ESCOLA ESTADUAL PROFa MARIA JOSE LOUREIRO|AV. FERNANDES LIMA, S/N
MACEIO;ESCOLA ESTADUAL THOMAZ ESPÍNDOLA;RUA VEREADOR JOSÉ DE CALDAS, S/N;6;39;755;MACEIO|ESCOLA ESTADUAL THOMAZ ESPINDOLA|RUA VEREADOR JOSE DE CALDAS, S/N
MACEIO;CMEI GRACILIANO RAMOS;AV. JOSE HAILTON DOS SANTOS, 471;4;39;744;MACEIO|CMEI GRACILIANO RAMOS|AV. JOSE HAILTON DOS SANTOS, 471
MACEIO;E.M. SILVIA CELINA NUNES LIMA;RUA BENEDITO CALAÇA LOUREIRO, 2001;4;38;741;MACEIO|E.M. SILVIA CELINA NUNES LIMA|RUA BENEDITO CALACA LOUREIRO, 2001
MACEIO;COLEGIO ATHENEU;ESTRADA DA CODEAL, 33;5;40;737;MACEIO|COLEGIO ATHENEU|ESTRADA DA CODEAL, 33
MACEIO;E.M. LUIZ PEDRO DA SILVA;RUA DEPUTADO JOSÉ BERNARDES, 10;4;38;726;MACEIO|E.M. LUIZ PEDRO DA SILVA|RUA DEPUTADO JOSE BERNARDES, 10
MACEIO;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA DE FÁTIMA MELO;AV MACEIO, 342;6;42;723;MACEIO|ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA DE FATIMA MELO|AV MACEIO, 342
MACEIO;GRUPO ESCOLAR ANTÔNIO VASCO;PRACA JOSE EMIDIO DE CARVALHO, S/N;3;35;723;MACEIO|GRUPO ESCOLAR ANTONIO VASCO|PRACA JOSE EMIDIO DE CARVALHO, S/N
MACEIO;ESC. EST. PROF. CARLOS POVINA CAVALCANTE;RUA SANTA LUZIA, S/N;3;30;713;MACEIO|ESC. EST. PROF. CARLOS POVINA CAVALCANTE|RUA SANTA LUZIA, S/N
MACEIO;CAIC-ESCOLA ESTADUAL MARIA RITA LYRA DE ALMEIDA;AV. SENADOR RUI PALMEIRA, S/N;6;34;712;MACEIO|CAIC-ESCOLA ESTADUAL MARIA RITA LYRA DE ALMEIDA|AV. SENADOR RUI PALMEIRA, S/N
MACEIO;CESMAC- CAMPOS IV - EDF. PROFº ELIAS PASSOS TENÓRIO (ANTIGO GUIDO);RUA PROF ÂNGELO NETO, N 51;8;45;698;MACEIO|CESMAC- CAMPOS IV - EDF. PROFo ELIAS PASSOS TENORIO (ANTIGO GUIDO)|RUA PROF ANGELO NETO, N 51
MACEIO;COLÉGIO ELITE LOTEAMENTO MONTE BELLO;RUA PADRE CÍCERO, 342;5;44;687;MACEIO|COLEGIO ELITE LOTEAMENTO MONTE BELLO|RUA PADRE CICERO, 342
MACEIO;ESCOLA SANTA ROSA;TRAV FIRMINO DE VASCONCELOS, 100;5;37;680;MACEIO|ESCOLA SANTA ROSA|TRAV FIRMINO DE VASCONCELOS, 100
MACEIO;COLÉGIO BRASIL (ANTIGO ISAAC NEWTON);RUA FERNANDO MENDES PINTO, N 11;5;45;674;MACEIO|COLEGIO BRASIL (ANTIGO ISAAC NEWTON)|RUA FERNANDO MENDES PINTO, N 11
MACEIO;ESCOLA ESTADUAL TAVARES BASTOS;PRAÇA CENTENÁRIO, S/N;5;42;659;MACEIO|ESCOLA ESTADUAL TAVARES BASTOS|PRACA CENTENARIO, S/N
MACEIO;ESCOLA DE ENSINO FUNDAMENTAL DOM HELDER CÂMARA;RUA ACRE, S/N;4;35;653;MACEIO|ESCOLA DE ENSINO FUNDAMENTAL DOM HELDER CAMARA|RUA ACRE, S/N
MACEIO;COLÉGIO CRISTO REI;RUA CLAUDIO LIVIO, 83;5;41;644;MACEIO|COLEGIO CRISTO REI|RUA CLAUDIO LIVIO, 83
MACEIO;CRECHE AGENOR FERNANDES PONTES;VILA GOIABEIRA, 132;2;22;642;MACEIO|CRECHE AGENOR FERNANDES PONTES|VILA GOIABEIRA, 132
MACEIO;EDIFÍCIO DO SENAC;AV. PEDRO PAULINO, 77;5;40;635;MACEIO|EDIFICIO DO SENAC|AV. PEDRO PAULINO, 77
MACEIO;ESCOLA DE EDUCAÇÃO BÁSICA ATUAL;RUA ZACARIAS FONTAN DE MELO, 03;3;43;630;MACEIO|ESCOLA DE EDUCACAO BASICA ATUAL|RUA ZACARIAS FONTAN DE MELO, 03
MACEIO;ESC. DE ENSINO FUND. PROF. ANTÍDIO VIEIRA;RUA DR PAULO NETO, S/N;6;39;624;MACEIO|ESC. DE ENSINO FUND. PROF. ANTIDIO VIEIRA|RUA DR PAULO NETO, S/N
MACEIO;ESCOLA EST. PROF. LIBERALINO BONFIM DE OLIVEIRA;RUA DO CRAVO, S/N;4;31;624;MACEIO|ESCOLA EST. PROF. LIBERALINO BONFIM DE OLIVEIRA|RUA DO CRAVO, S/N
MACEIO;CMEI HERBERT DE SOUZA;ROD. AL 101 NORTE, S/N;4;37;618;MACEIO|CMEI HERBERT DE SOUZA|ROD. AL 101 NORTE, S/N
MACEIO;ESCOLA MUNICIPAL TEREZA DE JESUS;RUA SARGENTO JAIME, 75;5;39;617;MACEIO|ESCOLA MUNICIPAL TEREZA DE JESUS|RUA SARGENTO JAIME, 75
MACEIO;COLÉGIO VILA RICA;TV. MENINO MARCELO 99 A;4;40;615;MACEIO|COLEGIO VILA RICA|TV. MENINO MARCELO 99 A
MACEIO;ESC. EST. PROFª ANA COELHO PALMEIRA;CONJ. ALFREDO GASPAR DE MENDONCA, S/N;4;39;612;MACEIO|ESC. EST. PROFa ANA COELHO PALMEIRA|CONJ. ALFREDO GASPAR DE MENDONCA, S/N
