chave_local,municipio,local,endereco,estrategia,consulta,status
ARAPIRACA|ESCOLA DE 1 GRAU MANOEL ANDRE|AV. JOSE LUCIO DA SILVA S/N,ARAPIRACA,ESCOLA DE 1 GRAU MANOEL ANDRE,AV. JOSE LUCIO DA SILVA S/N,PHOTON_LOCAL_MUNICIPIO,"ESCOLA DE 1 GRAU MANOEL ANDRE, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE 1 GRAU MANOEL ANDRE|AV. JOSE LUCIO DA SILVA S/N,ARAPIRACA,ESCOLA DE 1 GRAU MANOEL ANDRE,AV. JOSE LUCIO DA SILVA S/N,PHOTON_LOCAL_SIMPLIFICADO,"ESCOLA DE 1 GRAU MANOEL ANDRE, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE 1 GRAU MANOEL ANDRE|AV. JOSE LUCIO DA SILVA S/N,ARAPIRACA,ESCOLA DE 1 GRAU MANOEL ANDRE,AV. JOSE LUCIO DA SILVA S/N,PHOTON_ENDERECO_MUNICIPIO,"AV. JOSE LUCIO DA SILVA, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS|RUA JOSE C. DE FARIAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS,RUA JOSE C. DE FARIAS,OSM_COMPLETA,"ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS, RUA JOSE C. DE FARIAS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS|RUA JOSE C. DE FARIAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS,RUA JOSE C. DE FARIAS,OSM_COMPLETA_SEM_SN,"ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS, RUA JOSE C. DE FARIAS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS|RUA JOSE C. DE FARIAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS,RUA JOSE C. DE FARIAS,OSM_LOCAL_MUNICIPIO,"ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS|RUA JOSE C. DE FARIAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS,RUA JOSE C. DE FARIAS,OSM_LOCAL_SIMPLIFICADO,"CLAUDECY BISPO DOS SANTOS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS|RUA JOSE C. DE FARIAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS,RUA JOSE C. DE FARIAS,OSM_ENDERECO_MUNICIPIO,"RUA JOSE C. DE FARIAS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS|RUA JOSE C. DE FARIAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS,RUA JOSE C. DE FARIAS,PHOTON_LOCAL_MUNICIPIO,"ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS|RUA JOSE C. DE FARIAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS,RUA JOSE C. DE FARIAS,PHOTON_LOCAL_SIMPLIFICADO,"CLAUDECY BISPO DOS SANTOS, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS|RUA JOSE C. DE FARIAS,ARAPIRACA,ESCOLA DE ENSINO FUNDAMENTAL CLAUDECY BISPO DOS SANTOS,RUA JOSE C. DE FARIAS,PHOTON_ENDERECO_MUNICIPIO,"RUA JOSE C. DE FARIAS, ARAPIRACA, Alagoas, Brasil",HTTP_400
ARAPIRACA|ESCOLA DE 1 GRAU PARQUE LIONS|RUA GOV. AFRANIO LAGES S/N,ARAPIRACA,ESCOLA DE 1 GRAU PARQUE LIONS,RUA GOV. AFRANIO LAGES S/N,OSM_COMPLETA,"ESCOLA DE 1 GRAU PARQUE LIONS, RUA GOV. AFRANIO LAGES S/N, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE 1 GRAU PARQUE LIONS|RUA GOV. AFRANIO LAGES S/N,ARAPIRACA,ESCOLA DE 1 GRAU PARQUE LIONS,RUA GOV. AFRANIO LAGES S/N,OSM_COMPLETA_SEM_SN,"ESCOLA DE 1 GRAU PARQUE LIONS, RUA GOV. AFRANIO LAGES, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE 1 GRAU PARQUE LIONS|RUA GOV. AFRANIO LAGES S/N,ARAPIRACA,ESCOLA DE 1 GRAU PARQUE LIONS,RUA GOV. AFRANIO LAGES S/N,OSM_LOCAL_MUNICIPIO,"ESCOLA DE 1 GRAU PARQUE LIONS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE 1 GRAU PARQUE LIONS|RUA GOV. AFRANIO LAGES S/N,ARAPIRACA,ESCOLA DE 1 GRAU PARQUE LIONS,RUA GOV. AFRANIO LAGES S/N,OSM_LOCAL_SIMPLIFICADO,"ESCOLA DE 1 GRAU PARQUE LIONS, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE 1 GRAU PARQUE LIONS|RUA GOV. AFRANIO LAGES S/N,ARAPIRACA,ESCOLA DE 1 GRAU PARQUE LIONS,RUA GOV. AFRANIO LAGES S/N,OSM_ENDERECO_MUNICIPIO,"RUA GOV. AFRANIO LAGES, ARAPIRACA, Alagoas, Brasil",SEM_RESULTADO
ARAPIRACA|ESCOLA DE 1 GRAU PARQUE LIONS|RUA GOV. AFRANIO LAGES S/N,ARAPIRACA,ESCOLA DE 1 GRAU PARQUE LIONS,RUA GOV. AFRANIO LAGES S/N,PHOTON_LOCAL_MUNICIPIO,"ESCOLA DE 1 GRAU PARQUE LIONS, ARAPIRACA, Alagoas, Brasil",HTTP_400
